m,TagName,
"2016-11-01 00:00:00","perl","361"
"2016-11-01 00:00:00","php","11564"
"2016-11-01 00:00:00","python","13838"
"2016-11-01 00:00:00","r","3504"
"2016-11-01 00:00:00","ruby","1714"
"2016-11-01 00:00:00","swift","4241"
"2016-12-01 00:00:00","assembly","303"
"2016-12-01 00:00:00","c","2676"
"2016-12-01 00:00:00","c#","10412"
"2016-12-01 00:00:00","c++","5109"
"2016-12-01 00:00:00","delphi","236"
"2016-12-01 00:00:00","go","487"
"2016-12-01 00:00:00","java","13450"
"2016-12-01 00:00:00","javascript","19182"
"2016-12-01 00:00:00","perl","332"
"2016-12-01 00:00:00","php","11112"
"2016-12-01 00:00:00","python","12686"
"2016-12-01 00:00:00","r","3109"
"2016-12-01 00:00:00","ruby","1579"
"2016-12-01 00:00:00","swift","3821"
"2017-01-01 00:00:00","assembly","295"
"2017-01-01 00:00:00","c","2662"
"2017-01-01 00:00:00","c#","11383"
"2017-01-01 00:00:00","c++","5503"
"2017-01-01 00:00:00","delphi","273"
"2017-01-01 00:00:00","go","552"
"2017-01-01 00:00:00","java","14122"
"2017-01-01 00:00:00","javascript","20702"
"2017-01-01 00:00:00","perl","316"
"2017-01-01 00:00:00","php","12253"
"2017-01-01 00:00:00","python","13892"
"2017-01-01 00:00:00","r","3424"
"2017-01-01 00:00:00","ruby","1747"
"2017-01-01 00:00:00","swift","4230"
"2017-02-01 00:00:00","assembly","282"
"2017-02-01 00:00:00","c","2641"
"2017-02-01 00:00:00","c#","11212"
"2017-02-01 00:00:00","c++","5047"
"2017-02-01 00:00:00","delphi","280"
"2017-02-01 00:00:00","go","534"
"2017-02-01 00:00:00","java","14166"
"2017-02-01 00:00:00","javascript","20545"
"2017-02-01 00:00:00","perl","388"
"2017-02-01 00:00:00","php","12104"
"2017-02-01 00:00:00","python","14369"
"2017-02-01 00:00:00","r","3629"
"2017-02-01 00:00:00","ruby","1571"
"2017-02-01 00:00:00","swift","3966"
"2017-03-01 00:00:00","assembly","350"
"2017-03-01 00:00:00","c","2860"
"2017-03-01 00:00:00","c#","12631"
"2017-03-01 00:00:00","c++","6067"
"2017-03-01 00:00:00","delphi","290"
"2017-03-01 00:00:00","go","630"
"2017-03-01 00:00:00","java","16812"
"2017-03-01 00:00:00","javascript","22961"
"2017-03-01 00:00:00","perl","401"
"2017-03-01 00:00:00","php","13497"
"2017-03-01 00:00:00","python","16733"
"2017-03-01 00:00:00","r","4537"
"2017-03-01 00:00:00","ruby","1744"
"2017-03-01 00:00:00","swift","4491"
"2017-04-01 00:00:00","assembly","302"
"2017-04-01 00:00:00","c","2763"
"2017-04-01 00:00:00","c#","10800"
"2017-04-01 00:00:00","c++","5717"
"2017-04-01 00:00:00","delphi","241"
"2017-04-01 00:00:00","go","500"
"2017-04-01 00:00:00","java","15455"
"2017-04-01 00:00:00","javascript","20463"
"2017-04-01 00:00:00","perl","363"
"2017-04-01 00:00:00","php","11927"
"2017-04-01 00:00:00","python","15194"
"2017-04-01 00:00:00","r","4202"
"2017-04-01 00:00:00","ruby","1456"
"2017-04-01 00:00:00","swift","3815"
"2017-05-01 00:00:00","assembly","338"
"2017-05-01 00:00:00","c","2626"
"2017-05-01 00:00:00","c#","11663"
"2017-05-01 00:00:00","c++","5140"
"2017-05-01 00:00:00","delphi","310"
"2017-05-01 00:00:00","go","574"
"2017-05-01 00:00:00","java","15871"
"2017-05-01 00:00:00","javascript","21646"
"2017-05-01 00:00:00","perl","339"
"2017-05-01 00:00:00","php","12539"
"2017-05-01 00:00:00","python","15766"
"2017-05-01 00:00:00","r","4241"
"2017-05-01 00:00:00","ruby","1482"
"2017-05-01 00:00:00","swift","3997"
"2017-06-01 00:00:00","assembly","231"
"2017-06-01 00:00:00","c","2240"
"2017-06-01 00:00:00","c#","10902"
"2017-06-01 00:00:00","c++","4518"
"2017-06-01 00:00:00","delphi","241"
"2017-06-01 00:00:00","go","561"
"2017-06-01 00:00:00","java","14261"
"2017-06-01 00:00:00","javascript","20856"
"2017-06-01 00:00:00","perl","310"
"2017-06-01 00:00:00","php","11317"
"2017-06-01 00:00:00","python","15565"
"2017-06-01 00:00:00","r","4382"
"2017-06-01 00:00:00","ruby","1375"
"2017-06-01 00:00:00","swift","4071"
"2017-07-01 00:00:00","assembly","212"
"2017-07-01 00:00:00","c","1942"
"2017-07-01 00:00:00","c#","10855"
"2017-07-01 00:00:00","c++","4889"
"2017-07-01 00:00:00","delphi","198"
"2017-07-01 00:00:00","go","632"
"2017-07-01 00:00:00","java","13695"
"2017-07-01 00:00:00","javascript","20859"
"2017-07-01 00:00:00","perl","317"
"2017-07-01 00:00:00","php","11253"
"2017-07-01 00:00:00","python","16470"
"2017-07-01 00:00:00","r","4493"
"2017-07-01 00:00:00","ruby","1481"
"2017-07-01 00:00:00","swift","4206"
"2017-08-01 00:00:00","assembly","202"
"2017-08-01 00:00:00","c","1961"
"2017-08-01 00:00:00","c#","10590"
"2017-08-01 00:00:00","c++","4654"
"2017-08-01 00:00:00","delphi","285"
"2017-08-01 00:00:00","go","594"
"2017-08-01 00:00:00","java","13317"
"2017-08-01 00:00:00","javascript","20504"
"2017-08-01 00:00:00","perl","349"
"2017-08-01 00:00:00","php","11133"
"2017-08-01 00:00:00","python","15989"
"2017-08-01 00:00:00","r","4511"
"2017-08-01 00:00:00","ruby","1350"
"2017-08-01 00:00:00","swift","4038"
"2017-09-01 00:00:00","assembly","217"
"2017-09-01 00:00:00","c","2033"
"2017-09-01 00:00:00","c#","9600"
"2017-09-01 00:00:00","c++","4314"
"2017-09-01 00:00:00","delphi","250"
"2017-09-01 00:00:00","go","533"
"2017-09-01 00:00:00","java","12333"
"2017-09-01 00:00:00","javascript","18256"
"2017-09-01 00:00:00","perl","290"
"2017-09-01 00:00:00","php","10232"
"2017-09-01 00:00:00","python","14998"
"2017-09-01 00:00:00","r","4169"
"2017-09-01 00:00:00","ruby","1168"
"2017-09-01 00:00:00","swift","3655"
"2017-10-01 00:00:00","assembly","319"
"2017-10-01 00:00:00","c","2654"
"2017-10-01 00:00:00","c#","9902"
"2017-10-01 00:00:00","c++","5058"
"2017-10-01 00:00:00","delphi","211"
"2017-10-01 00:00:00","go","601"
"2017-10-01 00:00:00","java","13504"
"2017-10-01 00:00:00","javascript","19054"
"2017-10-01 00:00:00","perl","320"
"2017-10-01 00:00:00","php","10392"
"2017-10-01 00:00:00","python","16373"
"2017-10-01 00:00:00","r","4471"
"2017-10-01 00:00:00","ruby","1262"
"2017-10-01 00:00:00","swift","3757"
"2017-11-01 00:00:00","assembly","363"
"2017-11-01 00:00:00","c","2849"
"2017-11-01 00:00:00","c#","9490"
"2017-11-01 00:00:00","c++","4905"
"2017-11-01 00:00:00","delphi","191"
"2017-11-01 00:00:00","go","631"
"2017-11-01 00:00:00","java","13747"
"2017-11-01 00:00:00","javascript","18779"
"2017-11-01 00:00:00","perl","262"
"2017-11-01 00:00:00","php","10178"
"2017-11-01 00:00:00","python","16378"
"2017-11-01 00:00:00","r","4435"
"2017-11-01 00:00:00","ruby","1144"
"2017-11-01 00:00:00","swift","3501"
"2017-12-01 00:00:00","assembly","239"
"2017-12-01 00:00:00","c","2119"
"2017-12-01 00:00:00","c#","8324"
"2017-12-01 00:00:00","c++","4354"
"2017-12-01 00:00:00","delphi","175"
"2017-12-01 00:00:00","go","496"
"2017-12-01 00:00:00","java","11601"
"2017-12-01 00:00:00","javascript","16368"
"2017-12-01 00:00:00","perl","234"
"2017-12-01 00:00:00","php","8738"
"2017-12-01 00:00:00","python","14465"
"2017-12-01 00:00:00","r","3647"
"2017-12-01 00:00:00","ruby","987"
"2017-12-01 00:00:00","swift","3103"
"2018-01-01 00:00:00","assembly","241"
"2018-01-01 00:00:00","c","2133"
"2018-01-01 00:00:00","c#","9068"
"2018-01-01 00:00:00","c++","4597"
"2018-01-01 00:00:00","delphi","183"
"2018-01-01 00:00:00","go","518"
"2018-01-01 00:00:00","java","12000"
"2018-01-01 00:00:00","javascript","18183"
"2018-01-01 00:00:00","perl","244"
"2018-01-01 00:00:00","php","9711"
"2018-01-01 00:00:00","python","15766"
"2018-01-01 00:00:00","r","4126"
"2018-01-01 00:00:00","ruby","1133"
"2018-01-01 00:00:00","swift","3588"
"2018-02-01 00:00:00","assembly","271"
"2018-02-01 00:00:00","c","2050"
"2018-02-01 00:00:00","c#","8318"
"2018-02-01 00:00:00","c++","4433"
"2018-02-01 00:00:00","delphi","208"
"2018-02-01 00:00:00","go","562"
"2018-02-01 00:00:00","java","11703"
"2018-02-01 00:00:00","javascript","16556"
"2018-02-01 00:00:00","perl","228"
"2018-02-01 00:00:00","php","8724"
"2018-02-01 00:00:00","python","15800"
"2018-02-01 00:00:00","r","4434"
"2018-02-01 00:00:00","ruby","1003"
"2018-02-01 00:00:00","swift","3302"
"2018-03-01 00:00:00","assembly","303"
"2018-03-01 00:00:00","c","2368"
"2018-03-01 00:00:00","c#","9503"
"2018-03-01 00:00:00","c++","5010"
"2018-03-01 00:00:00","delphi","214"
"2018-03-01 00:00:00","go","586"
"2018-03-01 00:00:00","java","13206"
"2018-03-01 00:00:00","javascript","18429"
"2018-03-01 00:00:00","perl","286"
"2018-03-01 00:00:00","php","9417"
"2018-03-01 00:00:00","python","17408"
"2018-03-01 00:00:00","r","5009"
"2018-03-01 00:00:00","ruby","1034"
"2018-03-01 00:00:00","swift","3922"
"2018-04-01 00:00:00","assembly","305"
"2018-04-01 00:00:00","c","2100"
"2018-04-01 00:00:00","c#","8922"
"2018-04-01 00:00:00","c++","4525"
"2018-04-01 00:00:00","delphi","198"
"2018-04-01 00:00:00","go","602"
"2018-04-01 00:00:00","java","13075"
"2018-04-01 00:00:00","javascript","17306"
"2018-04-01 00:00:00","perl","247"
"2018-04-01 00:00:00","php","8501"
"2018-04-01 00:00:00","python","16556"
"2018-04-01 00:00:00","r","4650"
"2018-04-01 00:00:00","ruby","951"
"2018-04-01 00:00:00","swift","3406"
"2018-05-01 00:00:00","assembly","286"
"2018-05-01 00:00:00","c","2271"
"2018-05-01 00:00:00","c#","9590"
"2018-05-01 00:00:00","c++","4542"
"2018-05-01 00:00:00","delphi","186"
"2018-05-01 00:00:00","go","616"
"2018-05-01 00:00:00","java","13070"
"2018-05-01 00:00:00","javascript","17371"
"2018-05-01 00:00:00","perl","231"
"2018-05-01 00:00:00","php","9019"
"2018-05-01 00:00:00","python","17104"
"2018-05-01 00:00:00","r","4661"
"2018-05-01 00:00:00","ruby","992"
"2018-05-01 00:00:00","swift","3504"
"2018-06-01 00:00:00","assembly","197"
"2018-06-01 00:00:00","c","1777"
"2018-06-01 00:00:00","c#","8495"
"2018-06-01 00:00:00","c++","3978"
"2018-06-01 00:00:00","delphi","182"
"2018-06-01 00:00:00","go","659"
"2018-06-01 00:00:00","java","11486"
"2018-06-01 00:00:00","javascript","16571"
"2018-06-01 00:00:00","perl","233"
"2018-06-01 00:00:00","php","8053"
"2018-06-01 00:00:00","python","16315"
"2018-06-01 00:00:00","r","4439"
"2018-06-01 00:00:00","ruby","966"
"2018-06-01 00:00:00","swift","3036"
"2018-07-01 00:00:00","assembly","179"
"2018-07-01 00:00:00","c","1532"
"2018-07-01 00:00:00","c#","9143"
"2018-07-01 00:00:00","c++","3781"
"2018-07-01 00:00:00","delphi","200"
"2018-07-01 00:00:00","go","667"
"2018-07-01 00:00:00","java","11442"
"2018-07-01 00:00:00","javascript","17176"
"2018-07-01 00:00:00","perl","242"
"2018-07-01 00:00:00","php","8165"
"2018-07-01 00:00:00","python","17471"
"2018-07-01 00:00:00","r","4341"
"2018-07-01 00:00:00","ruby","923"
"2018-07-01 00:00:00","swift","3495"
"2018-08-01 00:00:00","assembly","166"
"2018-08-01 00:00:00","c","1610"
"2018-08-01 00:00:00","c#","9205"
"2018-08-01 00:00:00","c++","3797"
"2018-08-01 00:00:00","delphi","196"
"2018-08-01 00:00:00","go","688"
"2018-08-01 00:00:00","java","11026"
"2018-08-01 00:00:00","javascript","17297"
"2018-08-01 00:00:00","perl","226"
"2018-08-01 00:00:00","php","8182"
"2018-08-01 00:00:00","python","17279"
"2018-08-01 00:00:00","r","4046"
"2018-08-01 00:00:00","ruby","853"
"2018-08-01 00:00:00","swift","3425"
"2018-09-01 00:00:00","assembly","243"
"2018-09-01 00:00:00","c","1770"
"2018-09-01 00:00:00","c#","8152"
"2018-09-01 00:00:00","c++","3632"
"2018-09-01 00:00:00","delphi","176"
"2018-09-01 00:00:00","go","651"
"2018-09-01 00:00:00","java","10406"
"2018-09-01 00:00:00","javascript","15442"
"2018-09-01 00:00:00","perl","203"
"2018-09-01 00:00:00","php","7385"
"2018-09-01 00:00:00","python","15564"
"2018-09-01 00:00:00","r","3681"
"2018-09-01 00:00:00","ruby","748"
"2018-09-01 00:00:00","swift","3042"
"2018-10-01 00:00:00","assembly","296"
"2018-10-01 00:00:00","c","2336"
"2018-10-01 00:00:00","c#","9052"
"2018-10-01 00:00:00","c++","4175"
"2018-10-01 00:00:00","delphi","215"
"2018-10-01 00:00:00","go","749"
"2018-10-01 00:00:00","java","12093"
"2018-10-01 00:00:00","javascript","16822"
"2018-10-01 00:00:00","perl","276"
"2018-10-01 00:00:00","php","7762"
"2018-10-01 00:00:00","python","17653"
"2018-10-01 00:00:00","r","4289"
"2018-10-01 00:00:00","ruby","878"
"2018-10-01 00:00:00","swift","3152"
"2018-11-01 00:00:00","assembly","294"
"2018-11-01 00:00:00","c","2395"
"2018-11-01 00:00:00","c#","8219"
"2018-11-01 00:00:00","c++","4209"
"2018-11-01 00:00:00","delphi","177"
"2018-11-01 00:00:00","go","695"
"2018-11-01 00:00:00","java","11343"
"2018-11-01 00:00:00","javascript","15563"
"2018-11-01 00:00:00","perl","231"
"2018-11-01 00:00:00","php","6762"
"2018-11-01 00:00:00","python","17550"
"2018-11-01 00:00:00","r","4110"
"2018-11-01 00:00:00","ruby","810"
"2018-11-01 00:00:00","swift","2870"
"2018-12-01 00:00:00","assembly","201"
"2018-12-01 00:00:00","c","2104"
"2018-12-01 00:00:00","c#","7300"
"2018-12-01 00:00:00","c++","3439"
"2018-12-01 00:00:00","delphi","165"
"2018-12-01 00:00:00","go","631"
"2018-12-01 00:00:00","java","10127"
"2018-12-01 00:00:00","javascript","13712"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","5939"
"2018-12-01 00:00:00","python","15241"
"2018-12-01 00:00:00","r","3337"
"2018-12-01 00:00:00","ruby","783"
"2018-12-01 00:00:00","swift","2691"
"2019-01-01 00:00:00","assembly","212"
"2019-01-01 00:00:00","c","2174"
"2019-01-01 00:00:00","c#","8499"
"2019-01-01 00:00:00","c++","3797"
"2019-01-01 00:00:00","delphi","203"
"2019-01-01 00:00:00","go","645"
"2019-01-01 00:00:00","java","10726"
"2019-01-01 00:00:00","javascript","15430"
"2019-01-01 00:00:00","perl","261"
"2019-01-01 00:00:00","php","6877"
"2019-01-01 00:00:00","python","16458"
"2019-01-01 00:00:00","r","3880"
"2019-01-01 00:00:00","ruby","888"
"2019-01-01 00:00:00","swift","2799"
"2019-02-01 00:00:00","assembly","216"
"2019-02-01 00:00:00","c","1971"
"2019-02-01 00:00:00","c#","8064"
"2019-02-01 00:00:00","c++","3615"
"2019-02-01 00:00:00","delphi","185"
"2019-02-01 00:00:00","go","615"
"2019-02-01 00:00:00","java","10665"
"2019-02-01 00:00:00","javascript","15181"
"2019-02-01 00:00:00","perl","246"
"2019-02-01 00:00:00","php","7038"
"2019-02-01 00:00:00","python","17029"
"2019-02-01 00:00:00","r","4172"
"2019-02-01 00:00:00","ruby","771"
"2019-02-01 00:00:00","swift","2585"
"2019-03-01 00:00:00","assembly","270"
"2019-03-01 00:00:00","c","2295"
"2019-03-01 00:00:00","c#","8689"
"2019-03-01 00:00:00","c++","4270"
"2019-03-01 00:00:00","delphi","182"
"2019-03-01 00:00:00","go","712"
"2019-03-01 00:00:00","java","11672"
"2019-03-01 00:00:00","javascript","16773"
"2019-03-01 00:00:00","perl","227"
"2019-03-01 00:00:00","php","7506"
"2019-03-01 00:00:00","python","19354"
"2019-03-01 00:00:00","r","4425"
"2019-03-01 00:00:00","ruby","815"
"2019-03-01 00:00:00","swift","2829"
"2019-04-01 00:00:00","assembly","298"
"2019-04-01 00:00:00","c","2343"
"2019-04-01 00:00:00","c#","8856"
"2019-04-01 00:00:00","c++","4215"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","638"
"2019-04-01 00:00:00","java","10858"
"2019-04-01 00:00:00","javascript","15611"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","6922"
"2019-04-01 00:00:00","python","19351"
"2019-04-01 00:00:00","r","4538"
"2019-04-01 00:00:00","ruby","755"
"2019-04-01 00:00:00","swift","2945"
"2019-05-01 00:00:00","assembly","229"
"2019-05-01 00:00:00","c","2011"
"2019-05-01 00:00:00","c#","8723"
"2019-05-01 00:00:00","c++","3986"
"2019-05-01 00:00:00","delphi","166"
"2019-05-01 00:00:00","go","663"
"2019-05-01 00:00:00","java","10748"
"2019-05-01 00:00:00","javascript","15636"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6679"
"2019-05-01 00:00:00","python","18448"
"2019-05-01 00:00:00","r","4248"
"2019-05-01 00:00:00","ruby","749"
"2019-05-01 00:00:00","swift","2977"
"2019-06-01 00:00:00","assembly","193"
"2019-06-01 00:00:00","c","1670"
"2019-06-01 00:00:00","c#","7370"
"2019-06-01 00:00:00","c++","3511"
"2019-06-01 00:00:00","delphi","133"
"2019-06-01 00:00:00","go","516"
"2019-06-01 00:00:00","java","9383"
"2019-06-01 00:00:00","javascript","14320"
"2019-06-01 00:00:00","perl","232"
"2019-06-01 00:00:00","php","5771"
"2019-06-01 00:00:00","python","16784"
"2019-06-01 00:00:00","r","3877"
"2019-06-01 00:00:00","ruby","690"
"2019-06-01 00:00:00","swift","2942"
"2019-07-01 00:00:00","assembly","179"
"2019-07-01 00:00:00","c","1672"
"2019-07-01 00:00:00","c#","8152"
"2019-07-01 00:00:00","c++","4116"
"2019-07-01 00:00:00","delphi","162"
"2019-07-01 00:00:00","go","617"
"2019-07-01 00:00:00","java","10545"
"2019-07-01 00:00:00","javascript","15611"
"2019-07-01 00:00:00","perl","234"
"2019-07-01 00:00:00","php","6430"
"2019-07-01 00:00:00","python","19217"
"2019-07-01 00:00:00","r","4145"
"2019-07-01 00:00:00","ruby","747"
"2019-07-01 00:00:00","swift","2935"
"2019-08-01 00:00:00","assembly","165"
"2019-08-01 00:00:00","c","1494"
"2019-08-01 00:00:00","c#","7406"
"2019-08-01 00:00:00","c++","3188"
"2019-08-01 00:00:00","delphi","171"
"2019-08-01 00:00:00","go","622"
"2019-08-01 00:00:00","java","8832"
"2019-08-01 00:00:00","javascript","14733"
"2019-08-01 00:00:00","perl","188"
"2019-08-01 00:00:00","php","5625"
"2019-08-01 00:00:00","python","17504"
"2019-08-01 00:00:00","r","3888"
"2019-08-01 00:00:00","ruby","764"
"2019-08-01 00:00:00","swift","2463"
"2019-09-01 00:00:00","assembly","215"
"2019-09-01 00:00:00","c","1859"
"2019-09-01 00:00:00","c#","7589"
"2019-09-01 00:00:00","c++","3655"
"2019-09-01 00:00:00","delphi","143"
"2019-09-01 00:00:00","go","608"
"2019-09-01 00:00:00","java","9379"
"2019-09-01 00:00:00","javascript","14358"
"2019-09-01 00:00:00","perl","195"
"2019-09-01 00:00:00","php","5401"
"2019-09-01 00:00:00","python","16442"
"2019-09-01 00:00:00","r","3830"
"2019-09-01 00:00:00","ruby","704"
"2019-09-01 00:00:00","swift","2491"
"2019-10-01 00:00:00","assembly","295"
"2019-10-01 00:00:00","c","2372"
"2019-10-01 00:00:00","c#","8188"
"2019-10-01 00:00:00","c++","4667"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","622"
"2019-10-01 00:00:00","java","10864"
"2019-10-01 00:00:00","javascript","15464"
"2019-10-01 00:00:00","perl","205"
"2019-10-01 00:00:00","php","5854"
"2019-10-01 00:00:00","python","19864"
"2019-10-01 00:00:00","r","4289"
"2019-10-01 00:00:00","ruby","823"
"2019-10-01 00:00:00","swift","3011"
"2019-11-01 00:00:00","assembly","279"
"2019-11-01 00:00:00","c","2390"
"2019-11-01 00:00:00","c#","7807"
"2019-11-01 00:00:00","c++","4570"
"2019-11-01 00:00:00","delphi","167"
"2019-11-01 00:00:00","go","588"
"2019-11-01 00:00:00","java","10035"
"2019-11-01 00:00:00","javascript","15183"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","5887"
"2019-11-01 00:00:00","python","19975"
"2019-11-01 00:00:00","r","4220"
"2019-11-01 00:00:00","ruby","665"
"2019-11-01 00:00:00","swift","2731"
"2019-12-01 00:00:00","assembly","239"
"2019-12-01 00:00:00","c","2052"
"2019-12-01 00:00:00","c#","6962"
"2019-12-01 00:00:00","c++","4050"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","601"
"2019-12-01 00:00:00","java","8730"
"2019-12-01 00:00:00","javascript","13801"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5052"
"2019-12-01 00:00:00","python","17513"
"2019-12-01 00:00:00","r","3667"
"2019-12-01 00:00:00","ruby","653"
"2019-12-01 00:00:00","swift","2553"
"2020-01-01 00:00:00","assembly","221"
"2020-01-01 00:00:00","c","1987"
"2020-01-01 00:00:00","c#","7540"
"2020-01-01 00:00:00","c++","4115"
"2020-01-01 00:00:00","delphi","161"
"2020-01-01 00:00:00","go","631"
"2020-01-01 00:00:00","java","9644"
"2020-01-01 00:00:00","javascript","15450"
"2020-01-01 00:00:00","perl","163"
"2020-01-01 00:00:00","php","5692"
"2020-01-01 00:00:00","python","19395"
"2020-01-01 00:00:00","r","4069"
"2020-01-01 00:00:00","ruby","745"
"2020-01-01 00:00:00","swift","2801"
"2020-02-01 00:00:00","assembly","257"
"2020-02-01 00:00:00","c","1878"
"2020-02-01 00:00:00","c#","7435"
"2020-02-01 00:00:00","c++","3909"
"2020-02-01 00:00:00","delphi","153"
"2020-02-01 00:00:00","go","637"
"2020-02-01 00:00:00","java","9703"
"2020-02-01 00:00:00","javascript","15212"
"2020-02-01 00:00:00","perl","177"
"2020-02-01 00:00:00","php","5442"
"2020-02-01 00:00:00","python","19398"
"2020-02-01 00:00:00","r","4587"
"2020-02-01 00:00:00","ruby","639"
"2020-02-01 00:00:00","swift","2671"
"2020-03-01 00:00:00","assembly","282"
"2020-03-01 00:00:00","c","2378"
"2020-03-01 00:00:00","c#","7559"
"2020-03-01 00:00:00","c++","4470"
"2020-03-01 00:00:00","delphi","162"
"2020-03-01 00:00:00","go","640"
"2020-03-01 00:00:00","java","10710"
"2020-03-01 00:00:00","javascript","16913"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5439"
"2020-03-01 00:00:00","python","21919"
"2020-03-01 00:00:00","r","5051"
"2020-03-01 00:00:00","ruby","700"
"2020-03-01 00:00:00","swift","2831"
"2020-04-01 00:00:00","assembly","361"
"2020-04-01 00:00:00","c","3055"
"2020-04-01 00:00:00","c#","8316"
"2020-04-01 00:00:00","c++","5970"
"2020-04-01 00:00:00","delphi","221"
"2020-04-01 00:00:00","go","780"
"2020-04-01 00:00:00","java","12221"
"2020-04-01 00:00:00","javascript","20181"
"2020-04-01 00:00:00","perl","215"
"2020-04-01 00:00:00","php","6415"
"2020-04-01 00:00:00","python","26710"
"2020-04-01 00:00:00","r","6064"
"2020-04-01 00:00:00","ruby","743"
"2020-04-01 00:00:00","swift","3331"
"2020-05-01 00:00:00","assembly","354"
"2020-05-01 00:00:00","c","3212"
"2020-05-01 00:00:00","c#","8321"
"2020-05-01 00:00:00","c++","6147"
"2020-05-01 00:00:00","delphi","199"
"2020-05-01 00:00:00","go","740"
"2020-05-01 00:00:00","java","11579"
"2020-05-01 00:00:00","javascript","20734"
"2020-05-01 00:00:00","perl","211"
"2020-05-01 00:00:00","php","6297"
"2020-05-01 00:00:00","python","28487"
"2020-05-01 00:00:00","r","5913"
"2020-05-01 00:00:00","ruby","677"
"2020-05-01 00:00:00","swift","3357"
"2020-06-01 00:00:00","assembly","312"
"2020-06-01 00:00:00","c","2436"
"2020-06-01 00:00:00","c#","7626"
"2020-06-01 00:00:00","c++","5333"
"2020-06-01 00:00:00","delphi","198"
"2020-06-01 00:00:00","go","691"
"2020-06-01 00:00:00","java","10478"
"2020-06-01 00:00:00","javascript","19089"
"2020-06-01 00:00:00","perl","195"
"2020-06-01 00:00:00","php","5703"
"2020-06-01 00:00:00","python","26146"
"2020-06-01 00:00:00","r","5352"
"2020-06-01 00:00:00","ruby","589"
"2020-06-01 00:00:00","swift","3035"
"2020-07-01 00:00:00","assembly","242"
"2020-07-01 00:00:00","c","1977"
"2020-07-01 00:00:00","c#","7543"
"2020-07-01 00:00:00","c++","4943"
"2020-07-01 00:00:00","delphi","183"
"2020-07-01 00:00:00","go","636"
"2020-07-01 00:00:00","java","10145"
"2020-07-01 00:00:00","javascript","19078"
"2020-07-01 00:00:00","perl","175"
"2020-07-01 00:00:00","php","5718"
"2020-07-01 00:00:00","python","25353"
"2020-07-01 00:00:00","r","4873"
"2020-07-01 00:00:00","ruby","679"
"2020-07-01 00:00:00","swift","2917"
"2020-08-01 00:00:00","assembly","256"
"2020-08-01 00:00:00","c","1806"
"2020-08-01 00:00:00","c#","6853"
"2020-08-01 00:00:00","c++","4579"
"2020-08-01 00:00:00","delphi","176"
"2020-08-01 00:00:00","go","694"
"2020-08-01 00:00:00","java","9015"
"2020-08-01 00:00:00","javascript","17301"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4817"
"2020-08-01 00:00:00","python","22237"
"2020-08-01 00:00:00","r","4426"
"2020-08-01 00:00:00","ruby","533"
"2020-08-01 00:00:00","swift","2617"
"2020-09-01 00:00:00","assembly","282"
"2020-09-01 00:00:00","c","2031"
"2020-09-01 00:00:00","c#","6273"
"2020-09-01 00:00:00","c++","3788"
"2020-09-01 00:00:00","delphi","171"
"2020-09-01 00:00:00","go","718"
"2020-09-01 00:00:00","java","8683"
"2020-09-01 00:00:00","javascript","16257"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","php","4570"
"2020-09-01 00:00:00","python","20983"
"2020-09-01 00:00:00","r","4678"
"2020-09-01 00:00:00","ruby","503"
"2020-09-01 00:00:00","swift","2504"
"2020-10-01 00:00:00","assembly","330"
"2020-10-01 00:00:00","c","2273"
"2020-10-01 00:00:00","c#","5967"
"2020-10-01 00:00:00","c++","4173"
"2020-10-01 00:00:00","delphi","177"
"2020-10-01 00:00:00","go","584"
"2020-10-01 00:00:00","java","8626"
"2020-10-01 00:00:00","javascript","15778"
"2020-10-01 00:00:00","perl","166"
"2020-10-01 00:00:00","php","4419"
"2020-10-01 00:00:00","python","21970"
"2020-10-01 00:00:00","r","5009"
"2020-10-01 00:00:00","ruby","485"
"2020-10-01 00:00:00","swift","2274"
"2020-11-01 00:00:00","assembly","351"
"2020-11-01 00:00:00","c","2560"
"2020-11-01 00:00:00","c#","5819"
"2020-11-01 00:00:00","c++","4128"
"2020-11-01 00:00:00","delphi","188"
"2020-11-01 00:00:00","go","517"
"2020-11-01 00:00:00","java","8218"
"2020-11-01 00:00:00","javascript","14934"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4443"
"2020-11-01 00:00:00","python","21313"
"2020-11-01 00:00:00","r","4730"
"2020-11-01 00:00:00","ruby","498"
"2020-11-01 00:00:00","swift","2106"
"2020-12-01 00:00:00","assembly","291"
"2020-12-01 00:00:00","c","2554"
"2020-12-01 00:00:00","c#","5561"
